,Date,AAPL
755,2020-03-05,73.23000336
756,2020-03-06,72.25749969
757,2020-03-09,66.54250336
758,2020-03-10,71.33499908
759,2020-03-11,68.85749817
760,2020-03-12,62.05749893
761,2020-03-13,69.49250031
762,2020-03-16,60.55250168
763,2020-03-17,63.21500015
764,2020-03-18,61.66749954
765,2020-03-19,61.19499969
766,2020-03-20,57.31000137
767,2020-03-23,56.09249878
768,2020-03-24,61.72000122
769,2020-03-25,61.38000107
770,2020-03-26,64.61000061
771,2020-03-27,61.93500137
772,2020-03-30,63.70249939
773,2020-03-31,63.57249832
774,2020-04-01,60.22750092
775,2020-04-02,61.23249817
776,2020-04-03,60.35250092
777,2020-04-06,65.61750031
778,2020-04-07,64.85749817
779,2020-04-08,66.51750183
780,2020-04-09,66.99749756
781,2020-04-13,68.3125
782,2020-04-14,71.76249695
783,2020-04-15,71.10749817
784,2020-04-16,71.67250061
785,2020-04-17,70.69999695
786,2020-04-20,69.23249817
787,2020-04-21,67.09249878
788,2020-04-22,69.02500153
789,2020-04-23,68.75749969
790,2020-04-24,70.74250031
791,2020-04-27,70.79250336
792,2020-04-28,69.64499664
793,2020-04-29,71.93250275
794,2020-04-30,73.44999695
795,2020-05-01,72.26750183
796,2020-05-04,73.29000092
797,2020-05-05,74.38999939
798,2020-05-06,75.15750122
799,2020-05-07,75.93499756
800,2020-05-08,77.53250122
801,2020-05-11,78.75250244
802,2020-05-12,77.85250092
803,2020-05-13,76.91249847
804,2020-05-14,77.38500214
805,2020-05-15,76.92749786
806,2020-05-18,78.73999786
807,2020-05-19,78.28500366
808,2020-05-20,79.80750275
809,2020-05-21,79.21250153
810,2020-05-22,79.72250366
811,2020-05-26,79.18250275
812,2020-05-27,79.52749634
813,2020-05-28,79.5625
814,2020-05-29,79.48500061
815,2020-06-01,80.46250153
816,2020-06-02,80.83499908
817,2020-06-03,81.27999878
818,2020-06-04,80.58000183
819,2020-06-05,82.875
820,2020-06-08,83.36499786
821,2020-06-09,85.99749756
822,2020-06-10,88.20999908
823,2020-06-11,83.97499847
824,2020-06-12,84.69999695
825,2020-06-15,85.74749756
826,2020-06-16,88.01999664
827,2020-06-17,87.89749908
828,2020-06-18,87.93250275
829,2020-06-19,87.43000031
830,2020-06-22,89.71749878
831,2020-06-23,91.63249969
832,2020-06-24,90.01499939
833,2020-06-25,91.20999908
834,2020-06-26,88.40750122
835,2020-06-29,90.44499969
836,2020-06-30,91.19999695
837,2020-07-01,91.02749634
838,2020-07-02,91.02749634
839,2020-07-06,93.46250153
840,2020-07-07,93.17250061
841,2020-07-08,95.34249878
842,2020-07-09,95.75250244
843,2020-07-10,95.91999817
844,2020-07-13,95.47750092
845,2020-07-14,97.05750275
846,2020-07-15,97.72499847
847,2020-07-16,96.52249908
848,2020-07-17,96.32749939
849,2020-07-20,98.35749817
850,2020-07-21,97.0
851,2020-07-22,97.27249908
852,2020-07-23,92.84500122
853,2020-07-24,92.61499786
854,2020-07-27,94.80999756
855,2020-07-28,93.25250244
856,2020-07-29,95.04000092
857,2020-07-30,96.19000244
858,2020-07-31,106.2600021
859,2020-08-03,108.9375
860,2020-08-04,109.66500090000001
861,2020-08-05,110.0625
862,2020-08-06,113.9024963
863,2020-08-07,111.1125031
864,2020-08-10,112.72750090000001
865,2020-08-11,109.375
866,2020-08-12,113.0100021
867,2020-08-13,115.0100021
868,2020-08-14,114.90750120000001
869,2020-08-17,114.60749820000001
870,2020-08-18,115.5625
871,2020-08-19,115.7074966
872,2020-08-20,118.27500149999999
873,2020-08-21,124.3700027
874,2020-08-24,125.85749820000001
875,2020-08-25,124.8249969
876,2020-08-26,126.52249909999999
877,2020-08-27,125.0100021
878,2020-08-28,124.8075027
879,2020-08-31,129.0399933
880,2020-09-01,134.1799927
881,2020-09-02,131.3999939
882,2020-09-03,120.8799973
883,2020-09-04,120.95999909999999
884,2020-09-08,112.8199997
885,2020-09-09,117.3199997
886,2020-09-10,113.4899979
887,2020-09-11,112.0
888,2020-09-14,115.3600006
889,2020-09-15,115.54000090000001
890,2020-09-16,112.1299973
891,2020-09-17,110.3399963
892,2020-09-18,106.8399963
893,2020-09-21,110.08000179999999
